0,0.0309629
1,0.078024
2,0.0651937
3,0.0469304
4,0.0504913
5,0.0453707
6,0.043697
7,0.0494557
8,0.0401722
9,0.0436899
10,0.0494664
11,0.0661107
12,0.0759555
13,0.0655196
14,0.0742588
15,0.0673723
16,0.0707644
17,0.0728537
18,0.0680706
19,0.0624404
20,0.0484378
21,0.0529849
22,0.0475996
23,0.0448606
24,0.0448734
25,0.0472221
26,0.0448429
27,0.0481892
28,0.0448445
29,0.0579847
30,0.0740706
31,0.0724254
32,0.0795753
33,0.0709436
34,0.0661198
35,0.0508189
36,0.0447794
37,0.0441288
38,0.0395477
39,0.0389423
40,0.0465593
41,0.0406841
42,0.0475191
43,0.0406908
44,0.0442012
45,0.044198
46,0.0401041
47,0.0723333
48,0.0697685
49,0.053617
50,0.0779531
51,0.0799868
52,0.0702833
53,0.0770109
54,0.081996
55,0.0769953
56,0.0698484
57,0.0840542
58,0.0667303
59,0.203762
60,0.189543
61,0.1933
62,0.217288
63,0.0662414
64,0.0641292
65,0.0507809
66,0.0436702
67,0.0474265
68,0.0466024
69,0.0436774
70,0.0430958
71,0.0504364
72,0.0432353
73,0.0551717
74,0.0584199
75,0.0535421
76,0.0537424
77,0.0533134
78,0.0436485
79,0.050936
80,0.0510736
81,0.0515056
82,0.0511281
83,0.0469723
84,0.0558216
85,0.0509916
86,0.0485446
87,0.0436708
88,0.075024
89,0.0747576
90,0.068628
91,0.0580798
92,0.0436433
93,0.0451707
94,0.046459
95,0.0451681
96,0.0464588
97,0.0451705
98,0.0464548
99,0.0451656
100,0.046453
101,0.0436228
102,0.0451615
103,0.0464522
104,0.0436227
105,0.0451816
106,0.0464901
107,0.0451759
108,0.0436427
109,0.0474521
110,0.0436558
111,0.0473968
112,0.0436625
113,0.0474206
114,0.0436544
115,0.0474178
116,0.0436629
117,0.0474362
118,0.0436479
119,0.0474103
120,0.0436721
121,0.0474226
122,0.0436742
123,0.0538732
124,0.0451675
125,0.0442255
126,0.0430604
127,0.0474162
128,0.0442164
129,0.0430494
130,0.0530376
131,0.045163
132,0.0453304
133,0.0474089
134,0.0442139
135,0.0465639
136,0.0473806
137,0.0453099
138,0.0473926
139,0.0451597
140,0.0451565
141,0.0451623
142,0.0473777
143,0.0808268
144,0.0718611
145,0.0657147
146,0.0618466
147,0.0447856
148,0.0436464
149,0.0442114
150,0.0436341
151,0.0442055
152,0.0436455
153,0.0442064
154,0.0436395
155,0.0538771
156,0.0436352
157,0.0436206
158,0.0436306
159,0.0436308
160,0.0510349
161,0.0436289
162,0.0533039
163,0.0454259
164,0.052996
165,0.0452935
166,0.0529403
167,0.0430658
168,0.0436544
169,0.05333
170,0.0536228
171,0.0466445
172,0.0539794
173,0.0529758
174,0.0459655
175,0.0545626
176,0.0539815
177,0.0539776
178,0.0458127
179,0.0504611
180,0.0529989
181,0.0530101
182,0.0448772
183,0.0448789
184,0.0448504
185,0.0450544
186,0.0455369
187,0.0448551
188,0.0454727
189,0.0448679
190,0.0504839
191,0.0539825
192,0.0539828
193,0.043588
194,0.0474985
195,0.0476253
196,0.0476502
197,0.0437286
198,0.0684295
199,0.0706269
200,0.0542995
201,0.0437332
202,0.0437528
203,0.0495036
204,0.0454011
205,0.0495321
206,0.0407854
207,0.0495399
208,0.0437265
209,0.0494874
210,0.0431465
211,0.0494781
212,0.0476446
213,0.0494848
214,0.0424504
215,0.0619997
216,0.0762981
217,0.0719746
218,0.0691655
219,0.0770316
220,0.0761572
221,0.0743446
222,0.0851031
223,0.0767886
224,0.0856793
225,0.206633
226,0.0676456
227,0.0652972
228,0.0582928
229,0.0637637
230,0.0437112
231,0.047239
232,0.052439
233,0.0472256
234,0.0489845
235,0.0524273
236,0.0408007
237,0.0466649
238,0.0401946
239,0.0694494
240,0.067285
241,0.0681481
242,0.0577751
243,0.0590415
244,0.0684819
245,0.069676
246,0.0669732
247,0.0716311
248,0.0740204
249,0.0673274
250,0.0627146
251,0.0495234
252,0.0534118
253,0.0454461
254,0.0533844
255,0.0539894
