0,0.0309192
1,0.0614393
2,0.0647277
3,0.043214
4,0.0524756
5,0.0457637
6,0.052483
7,0.04812
8,0.0463571
9,0.0463602
10,0.0766767
11,0.0940301
12,0.093111
13,0.058219
14,0.0888294
15,0.0678962
16,0.079262
17,0.0635846
18,0.0659005
19,0.11393
20,0.102306
21,0.067237
22,0.0628551
23,0.100061
24,0.0710701
25,0.113693
26,0.0905356
27,0.0792099
28,0.0663084
29,0.0922679
30,0.0642594
31,0.15845
32,0.0695854
33,0.110792
34,0.0885944
35,0.163921
36,0.0705958
37,0.119748
38,0.115255
39,0.0647891
40,0.0632827
41,0.092258
42,0.0585766
43,0.114505
44,0.0870754
45,0.0773236
46,0.10972
47,0.0776735
48,0.0785403
49,0.114801
50,0.111285
51,0.0737305
52,0.0825249
53,0.0754189
54,0.0894656
55,0.0893752
56,0.109404
57,0.0782583
58,0.109276
59,0.0940345
60,0.0760503
61,0.0723519
62,0.0719272
63,0.0680772
64,0.072331
65,0.122178
66,0.0678062
67,0.0960644
68,0.0803684
69,0.120382
70,0.0853654
71,0.076794
72,0.069408
73,0.112767
74,0.0843472
75,0.129718
76,0.142004
77,0.10822
78,0.124853
79,0.072417
80,0.0714836
81,0.178863
82,0.277565
83,0.1908
84,0.164388
85,0.149423
86,0.154694
87,0.0863784
88,0.100474
89,0.0917782
90,0.330426
91,0.0767817
92,0.0751545
93,0.0582756
94,0.0463358
95,0.0524763
96,0.0474923
97,0.0463382
98,0.046326
99,0.0524431
100,0.0438208
101,0.0795557
102,0.123757
103,0.0961138
104,0.0674916
105,0.0715959
106,0.0840169
107,0.0725475
108,0.0839767
109,0.0739976
110,0.105856
111,0.076588
112,0.0752045
113,0.0745681
114,0.0749289
115,0.0687097
116,0.0746803
117,0.163853
118,0.082851
119,0.075291
120,0.14531
121,0.0762902
122,0.072238
123,0.0706852
124,0.268442
125,0.248122
126,0.248187
127,0.107635
128,0.0785268
129,0.0808334
130,0.0722862
131,0.0811658
132,0.182815
133,0.0748978
134,0.0759481
135,0.0663113
136,0.0582514
137,0.0537597
138,0.0567428
139,0.0475479
140,0.0432032
141,0.0419702
142,0.0431995
143,0.050449
144,0.0494154
145,0.0504481
146,0.0463109
147,0.0784245
148,0.0704274
149,0.0671048
150,0.0469484
151,0.063083
152,0.0814336
153,0.081046
154,0.0824515
155,0.075478
156,0.0850431
157,0.0772298
158,0.092327
159,0.0863865
160,0.0741374
161,0.0702785
162,0.100871
163,0.0926423
164,0.0861459
165,0.103289
166,0.121537
167,0.0688775
168,0.0762267
169,0.0829948
170,0.076172
171,0.110749
172,0.075607
173,0.0810352
174,0.0674494
175,0.216271
176,0.0832897
177,0.0828077
178,0.202535
179,0.196465
180,0.205862
181,0.209271
182,0.211538
183,0.211227
184,0.21906
185,0.208646
186,0.202826
187,0.20184
188,0.227865
189,0.223066
190,0.196359
191,0.0699852
192,0.0593527
193,0.0537958
194,0.0494383
195,0.0463379
196,0.050367
197,0.0534289
198,0.0464982
199,0.0571839
200,0.0510716
201,0.0494577
202,0.0505311
203,0.0612899
204,0.0760652
205,0.0681361
206,0.0639657
207,0.0463092
208,0.0463349
209,0.0541467
210,0.0457119
211,0.047865
212,0.0492969
213,0.0462964
214,0.0510412
215,0.0585281
216,0.0985147
217,0.101351
218,0.107607
219,0.0943028
220,0.065061
221,0.0743551
222,0.0859713
223,0.113392
224,0.0698813
225,0.0866753
226,0.0738527
227,0.0652871
228,0.068019
229,0.0708297
230,0.0767213
231,0.0818305
232,0.0940228
233,0.073392
234,0.0911696
235,0.0798664
236,0.0973191
